sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
100,64,0.001,1,3.517296705160055,3.2026176197188243,0.2167104160848925,0.42851717397375033
100,64,0.001,2,3.086765716741751,3.0457074450595036,0.23230382574699804,0.46546774643954203
100,64,0.001,3,2.921955475936065,2.940886531557356,0.2466573582798101,0.48189891091873777
100,64,0.001,4,2.8152103821436563,2.966316608445985,0.24005585032113935,0.4784026808154147
100,64,0.001,5,2.728680793229524,2.8554533443280627,0.26508796425579445,0.5009103602345714
100,64,0.001,6,2.6878319613568418,2.8738930204084943,0.2726947779949735,0.5071097458810389
100,64,0.001,7,2.573934675336958,2.8377981036901474,0.27700642278693105,0.5128958391510752
100,64,0.001,8,2.5764079362422496,2.7668868792908534,0.28489248813180673,0.5276403239318626
100,64,0.001,9,2.493958143500594,2.8076783376080647,0.28786372521642,0.5300083775481709
100,64,0.001,10,2.3816962859652064,2.841659422431673,0.2849259983244904,0.5336609885506841
100,64,0.001,11,2.320212137977685,2.8207394842590605,0.3027981010890813,0.5435241552638927
100,64,0.001,12,2.283101978199976,2.8466720410755704,0.3103825746998045,0.5498464116168668
100,64,0.001,13,2.2473222113273166,2.8441689802067622,0.3145043283998883,0.5565707902820441
100,64,0.001,14,2.2019875833580085,2.8663102026496614,0.3176319463836917,0.5593521362747835
100,64,0.001,15,2.1123771072776467,2.896987857563155,0.3137335939681653,0.5607930745601787
100,64,0.001,16,2.065109328868136,2.911894006388528,0.3240323931862608,0.5688802010611561
100,64,0.001,17,2.0042129775408553,2.821701243519783,0.33140463557665456,0.575381178441776
100,64,0.001,18,1.961837500333786,2.8791966991765157,0.3320413292376431,0.5728567439262776
100,64,0.001,19,1.87761714567875,2.9288195967674255,0.33555989946942194,0.5751354370287629
100,64,0.001,20,1.7859851130397637,2.8923228638512746,0.3394247416922647,0.5795922926556828
