sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
50,16,0.0001,1,3.1107411608299684,2.831214470979644,0.27502673356913715,0.5073003208028296
50,16,0.0001,2,2.7319521367070503,2.6638026086295525,0.3128033231882866,0.5514312741630336
50,16,0.0001,3,2.5129643416596483,2.5463493178530436,0.3336555071152422,0.5732499794357161
50,16,0.0001,4,2.396298000703868,2.470833706274265,0.3525849304927202,0.5917989635600889
50,16,0.0001,5,2.2726734061663016,2.446573199295416,0.36420375092539276,0.6028214197581641
50,16,0.0001,6,2.1490848014885233,2.416629388855725,0.37979147816073044,0.615036604425434
50,16,0.0001,7,2.0337674233415752,2.4380036516887387,0.38600189191412354,0.620126264703463
50,16,0.0001,8,1.9545359196036496,2.437018751516575,0.39313769844534013,0.6244242000493543
50,16,0.0001,9,1.8667014044919863,2.4372025385135556,0.3926750020564284,0.6285473389816567
50,16,0.0001,10,1.7910838751147324,2.4737217868246684,0.39933783005675744,0.631498313728716
50,16,0.0001,11,1.7121838892113428,2.5099292318995405,0.4038516903841408,0.6326087850621042
50,16,0.0001,12,1.6380543346359486,2.4840657711029053,0.4081599078720079,0.6355700419511393
50,16,0.0001,13,1.5651357858654003,2.540305256843567,0.4095171506128157,0.6369992596857778
50,16,0.0001,14,1.490931258935746,2.6243715321145404,0.41116229332894627,0.6359916097721477
50,16,0.0001,15,1.4302791980652003,2.6035330638652896,0.41520317512544214,0.6412355021798141
50,16,0.0001,16,1.3906531311551624,2.6586936369174863,0.4134860574154808,0.6401455951303776
50,16,0.0001,17,1.3241769170073978,2.7043704515550195,0.4116147075758822,0.636701077568479
50,16,0.0001,18,1.2642563242510825,2.79327047452694,0.4087871185325327,0.6345109813276302
50,16,0.0001,19,1.1996335814037202,2.777706906272144,0.41357859669326313,0.6373899810808588
50,16,0.0001,20,1.153697284927277,2.9046107995800856,0.4123653039401168,0.634017438512791
