sequence_length,batch_size,learning_rate,epoch,train_loss,val_loss,val_accuracy,val_topk_accuracy
50,64,0.0001,1,3.5641527561914352,3.3253161090694063,0.22394505223328123,0.4499054042938225
50,64,0.0001,2,3.0510290668124243,3.1259907565704763,0.2579892243152093,0.4899954758575306
50,64,0.0001,3,2.8658771106175016,3.01365835046115,0.28349921855720983,0.5145286666118286
50,64,0.0001,4,2.7278618835267565,3.032024282298676,0.2917660607057662,0.5265690548655095
50,64,0.0001,5,2.661138080699103,2.930650080720039,0.3074771736448137,0.5435757176935099
50,64,0.0001,6,2.497582719439552,2.860548868571242,0.32386690795426504,0.5586801842559842
50,64,0.0001,7,2.402209357677826,2.8384492658588982,0.3341593320720572,0.5703812618244632
50,64,0.0001,8,2.322320271105993,2.8268552022437525,0.3370794603931891,0.5750699185654355
50,64,0.0001,9,2.3107104517164685,2.8205528291937423,0.3472690630912232,0.5838200213868553
50,64,0.0001,10,2.2077044066928684,2.830810897970853,0.3504256806777988,0.5890741959364975
50,64,0.0001,11,2.1758407186406354,2.8393810938482416,0.35966932631405774,0.5952743275479148
50,64,0.0001,12,2.0899995332672483,2.817917879313639,0.36629102574648353,0.6008780949247348
50,64,0.0001,13,1.9980622155325753,2.8455189384826243,0.3698383647281402,0.6047955910175208
50,64,0.0001,14,2.02359139919281,2.8266918985811,0.3745681500370157,0.609545940610348
50,64,0.0001,15,1.923393647304675,2.861836358292462,0.3767788105618162,0.61133503331414
50,64,0.0001,16,1.8973780506556588,2.8036227128277087,0.3830714814510159,0.6133811795673275
50,64,0.0001,17,1.918947614374615,2.8595518445315427,0.38009994242000494,0.6131961010117628
50,64,0.0001,18,1.7736671031940552,2.9161717058861094,0.38670107756847905,0.6184194291354775
50,64,0.0001,19,1.7462094756109374,2.8933061361312866,0.38587850621041375,0.6177510899070494
50,64,0.0001,20,1.6673581492333185,2.8834733407791346,0.3907830879328782,0.6224705930739491
